Source_Directory,seed_id,email,title,sentiment_score,content,link
first that was too large seed 3,1,1_alexzielenski@example.com,Demonstrates thoroughness,,/ok-to-test,https://github.com/kubernetes/kubernetes/pull/108992#issuecomment-1078408939
first that was too large seed 3,1,1_alexzielenski@example.com,Demonstrates thoroughness,,"/ok-to-test
/label tide/merge-method-squash
/assign",https://github.com/kubernetes/kubernetes/pull/108895#issuecomment-1077867089
first that was too large seed 3,1,1_alexzielenski@example.com,Demonstrates thoroughness,,/retest,https://github.com/kubernetes/kubernetes/pull/108895#issuecomment-1075856057
first that was too large seed 3,1,1_alexzielenski@example.com,Demonstrates thoroughness,,There is some issue with the verify-*.sh scripts. https://github.com/kubernetes/kubernetes/pull/108901,https://github.com/kubernetes/kubernetes/pull/108895#issuecomment-1075800291
first that was too large seed 3,1,1_alexzielenski@example.com,Demonstrates thoroughness,,/retest,https://github.com/kubernetes/kubernetes/pull/108895#issuecomment-1075788917
first that was too large seed 3,1,1_alexzielenski@example.com,Demonstrates thoroughness,,"Looks good to me, thank you
/approve
/lgtm",https://github.com/kubernetes/kubernetes/pull/108895#issuecomment-1075756560
first that was too large seed 3,1,1_alexzielenski@example.com,Demonstrates thoroughness,,/ok-to-test,https://github.com/kubernetes/kubernetes/pull/108895#issuecomment-1075711561
first that was too large seed 3,1,1_andrewsykim@example.com,Engages in constructive discussions,6.0,"> Weren't we discussing this somewhere? I thought there wasn't a consensus in favor of PTE for Cluster traffic policy...

so we discussed this in the SIG and I decided that while I still think it's _unnecessary_, it's not  _bad_",https://github.com/kubernetes/kubernetes/pull/108691#issuecomment-1073860154
first that was too large seed 3,1,1_andrewsykim@example.com,Engages in constructive discussions,,"Previous discussion: https://github.com/kubernetes/enhancements/pull/3174#discussion_r790815476, https://github.com/kubernetes/enhancements/pull/3174#issuecomment-1022620181 and later.

My argument was: there is a very specific reason for PTE with Local traffic policy (it averts otherwise-unavoidable race conditions), and those reasons don't apply to Cluster traffic policy; if you have multiple endpoints throughout the cluster and they are all Terminating, then obviously the service is being shut down, so there's no reason to direct traffic to terminating endpoints. If you have a single endpoint in the whole cluster, and it is Terminating, then obviously the user didn't expect the service to be high-availability, so there's no reason to direct traffic to the terminating endpoint.

Tim's argument was: it's more consistent and easier to document. :man_shrugging: ",https://github.com/kubernetes/kubernetes/pull/108691#issuecomment-1071538116
first that was too large seed 3,1,1_andrewsykim@example.com,Engages in constructive discussions,,Weren't we discussing this somewhere? I thought there wasn't a consensus in favor of PTE for Cluster traffic policy...,https://github.com/kubernetes/kubernetes/pull/108691#issuecomment-1067915112
first that was too large seed 3,1,1_andrewsykim@example.com,Proactively addresses feedback,7.0,"LGTM except for the nitpicking around CategorizeEndpoints. However, the nitpicks are only about which endpoints we pick, not whether we have endpoints at all, so we can finetune it later (since we're going to want to refactor that function later anyway...)",https://github.com/kubernetes/kubernetes/pull/108691#issuecomment-1082101016
first that was too large seed 3,1,1_apelisse@example.com,Engages in collaborative problem-solving,,"If you take a look at Shyam's [write up](https://docs.google.com/document/d/1rMlYKOVyujboAEG2epxSYdx7eyevC7dypkD_kUlBxn4/edit#heading=h.r4uksnvbs8fi), this would ~8x traffic to things in the cluster. At that level I'm worried that apiserver will hit egress bandwidth limits.",https://github.com/kubernetes/kubernetes/pull/112368#issuecomment-1242493740
first that was too large seed 3,1,1_apelisse@example.com,Engages in collaborative problem-solving,,"@apelisse there's another pattern with `:` too?

https://cs.k8s.io/?q=DisableCompression.*true&i=nope&files=&excludeFiles=&repos=kubernetes/kubernetes",https://github.com/kubernetes/kubernetes/pull/112368#issuecomment-1242493606
first that was too large seed 3,1,1_apelisse@example.com,Engages in collaborative problem-solving,,cc @shyamjvs ,https://github.com/kubernetes/kubernetes/pull/112368#issuecomment-1242488427
first that was too large seed 3,1,1_apelisse@example.com,Engages in collaborative problem-solving,,/lgtm,https://github.com/kubernetes/kubernetes/pull/112134#issuecomment-1233187992
first that was too large seed 3,1,1_apelisse@example.com,Engages in collaborative problem-solving,,/approve,https://github.com/kubernetes/kubernetes/pull/112134#issuecomment-1233126323
first that was too large seed 3,1,1_apelisse@example.com,Proactively addresses feedback,,,
first that was too large seed 3,1,1_axezhan@example.com,Proactively Seeks Feedback,,,
first that was too large seed 3,1,1_axezhan@example.com,Engages in Constructive Discussions,,,
first that was too large seed 3,1,1_danwinship@example.com,Provides detailed technical insights,,"I would expect the aggregated API server code to try to use endpoint slices, and then fallback to endpoints.  IIRC we expect aggregated API servers to be compatible with any number of Kube versions, well beyond the n-3 scope we enforce for Kubelets, for example.",https://github.com/kubernetes/kubernetes/pull/129837#issuecomment-2622579119
first that was too large seed 3,1,1_danwinship@example.com,Engages in collaborative problem-solving,,,
run_04 (longer term test),1,1_datapythonista@example.com,Proposes practical solutions,,"-1

rejecting PDEP-10 is like throwing the baby out with the bathwater. The issue appears to be just the timing of making PyArrow the required dependency. Of course if others want to reject PDEP-10 and propose keeping PyArrow an optional dependency indefinitely then that's a different issue and I would potentially vote differently on that.",https://github.com/pandas-dev/pandas/issues/61596#issuecomment-2952281881
run_04 (longer term test),1,1_datapythonista@example.com,Proposes practical solutions,,"I'm curious if conda's libmamba solver has the same issue. Potentially based on https://github.com/conda/conda-libmamba-solver/issues/668 it may. (It's on my radar to maybe switch to https://github.com/conda-incubator/setup-miniconda given that mamba activity is kinda slow as you mentioned)

It's a shame we have to pin, but I'm OK with it to speed up solve times ",https://github.com/pandas-dev/pandas/pull/61594#issuecomment-2950968582
run_04 (longer term test),1,1_datapythonista@example.com,Encourages thoughtful discussion,,"A call for vote is in violation of PDEP-1.

> - After 30 days, with a note that there is at most 30 days remaining for discussion, and that a vote will be called for if no discussion occurs in the next 15 days.
> - After 45 days, with a note that there is at most 15 days remaining for discussion, and that a vote will be called for in 15 days.
> ...
> After 30 discussion days, in case 15 days passed without any new unaddressed comments, the authors may close the discussion period preemptively, by sending an early reminder of 15 days remaining until the voting period starts.

The timeline requires a 15 day announcement to commence with voting. This has not occurred.",https://github.com/pandas-dev/pandas/issues/61596#issuecomment-2952390414
run_04 (longer term test),1,1_datapythonista@example.com,Encourages methodical testing,,"> would you like me to add that CI job (`actions-310-numpy-126.yaml`) in this PR itself, or would you prefer it as a followup PR?

It's probably easiest to do both in a single PR, because we need to add the extra CI build to verify if the fixes are working, but we will also need those fixes to get a green CI to be able to merge it.",https://github.com/pandas-dev/pandas/issues/61588#issuecomment-2963051349
seed 4,1,1_datapythonista@example.com,Proposes practical solutions,,"-1

rejecting PDEP-10 is like throwing the baby out with the bathwater. The issue appears to be just the timing of making PyArrow the required dependency. Of course if others want to reject PDEP-10 and propose keeping PyArrow an optional dependency indefinitely then that's a different issue and I would potentially vote differently on that.",https://github.com/pandas-dev/pandas/issues/61596#issuecomment-2952281881
seed 4,1,1_datapythonista@example.com,Proposes practical solutions,,"I'm curious if conda's libmamba solver has the same issue. Potentially based on https://github.com/conda/conda-libmamba-solver/issues/668 it may. (It's on my radar to maybe switch to https://github.com/conda-incubator/setup-miniconda given that mamba activity is kinda slow as you mentioned)

It's a shame we have to pin, but I'm OK with it to speed up solve times ",https://github.com/pandas-dev/pandas/pull/61594#issuecomment-2950968582
seed 4,1,1_datapythonista@example.com,Encourages thoughtful discussion,,"A call for vote is in violation of PDEP-1.

> - After 30 days, with a note that there is at most 30 days remaining for discussion, and that a vote will be called for if no discussion occurs in the next 15 days.
> - After 45 days, with a note that there is at most 15 days remaining for discussion, and that a vote will be called for in 15 days.
> ...
> After 30 discussion days, in case 15 days passed without any new unaddressed comments, the authors may close the discussion period preemptively, by sending an early reminder of 15 days remaining until the voting period starts.

The timeline requires a 15 day announcement to commence with voting. This has not occurred.",https://github.com/pandas-dev/pandas/issues/61596#issuecomment-2952390414
seed 4,1,1_datapythonista@example.com,Encourages methodical testing,,"> would you like me to add that CI job (`actions-310-numpy-126.yaml`) in this PR itself, or would you prefer it as a followup PR?

It's probably easiest to do both in a single PR, because we need to add the extra CI build to verify if the fixes are working, but we will also need those fixes to get a green CI to be able to merge it.",https://github.com/pandas-dev/pandas/issues/61588#issuecomment-2963051349
seed 5,1,1_datapythonista@example.com,Proposes practical solutions,,"-1

rejecting PDEP-10 is like throwing the baby out with the bathwater. The issue appears to be just the timing of making PyArrow the required dependency. Of course if others want to reject PDEP-10 and propose keeping PyArrow an optional dependency indefinitely then that's a different issue and I would potentially vote differently on that.",https://github.com/pandas-dev/pandas/issues/61596#issuecomment-2952281881
seed 5,1,1_datapythonista@example.com,Proposes practical solutions,,"I'm curious if conda's libmamba solver has the same issue. Potentially based on https://github.com/conda/conda-libmamba-solver/issues/668 it may. (It's on my radar to maybe switch to https://github.com/conda-incubator/setup-miniconda given that mamba activity is kinda slow as you mentioned)

It's a shame we have to pin, but I'm OK with it to speed up solve times ",https://github.com/pandas-dev/pandas/pull/61594#issuecomment-2950968582
seed 5,1,1_datapythonista@example.com,Encourages thoughtful discussion,,"A call for vote is in violation of PDEP-1.

> - After 30 days, with a note that there is at most 30 days remaining for discussion, and that a vote will be called for if no discussion occurs in the next 15 days.
> - After 45 days, with a note that there is at most 15 days remaining for discussion, and that a vote will be called for in 15 days.
> ...
> After 30 discussion days, in case 15 days passed without any new unaddressed comments, the authors may close the discussion period preemptively, by sending an early reminder of 15 days remaining until the voting period starts.

The timeline requires a 15 day announcement to commence with voting. This has not occurred.",https://github.com/pandas-dev/pandas/issues/61596#issuecomment-2952390414
seed 5,1,1_datapythonista@example.com,Encourages methodical testing,,"> would you like me to add that CI job (`actions-310-numpy-126.yaml`) in this PR itself, or would you prefer it as a followup PR?

It's probably easiest to do both in a single PR, because we need to add the extra CI build to verify if the fixes are working, but we will also need those fixes to get a green CI to be able to merge it.",https://github.com/pandas-dev/pandas/issues/61588#issuecomment-2963051349
report,1,1_datapythonista@example.com,Proposes practical solutions,,"-1

rejecting PDEP-10 is like throwing the baby out with the bathwater. The issue appears to be just the timing of making PyArrow the required dependency. Of course if others want to reject PDEP-10 and propose keeping PyArrow an optional dependency indefinitely then that's a different issue and I would potentially vote differently on that.",https://github.com/pandas-dev/pandas/issues/61596#issuecomment-2952281881
report,1,1_datapythonista@example.com,Proposes practical solutions,,"I'm curious if conda's libmamba solver has the same issue. Potentially based on https://github.com/conda/conda-libmamba-solver/issues/668 it may. (It's on my radar to maybe switch to https://github.com/conda-incubator/setup-miniconda given that mamba activity is kinda slow as you mentioned)

It's a shame we have to pin, but I'm OK with it to speed up solve times ",https://github.com/pandas-dev/pandas/pull/61594#issuecomment-2950968582
report,1,1_datapythonista@example.com,Encourages thoughtful discussion,,"A call for vote is in violation of PDEP-1.

> - After 30 days, with a note that there is at most 30 days remaining for discussion, and that a vote will be called for if no discussion occurs in the next 15 days.
> - After 45 days, with a note that there is at most 15 days remaining for discussion, and that a vote will be called for in 15 days.
> ...
> After 30 discussion days, in case 15 days passed without any new unaddressed comments, the authors may close the discussion period preemptively, by sending an early reminder of 15 days remaining until the voting period starts.

The timeline requires a 15 day announcement to commence with voting. This has not occurred.",https://github.com/pandas-dev/pandas/issues/61596#issuecomment-2952390414
report,1,1_datapythonista@example.com,Encourages methodical testing,,"> would you like me to add that CI job (`actions-310-numpy-126.yaml`) in this PR itself, or would you prefer it as a followup PR?

It's probably easiest to do both in a single PR, because we need to add the extra CI build to verify if the fixes are working, but we will also need those fixes to get a green CI to be able to merge it.",https://github.com/pandas-dev/pandas/issues/61588#issuecomment-2963051349
run_04 (longer term test),1,1_dbalabka@example.com,Provides actionable insights,6.0,Thanks for reporting. Confirmed on main. Investigations and PRs to fix are welcome.,https://github.com/pandas-dev/pandas/issues/61231#issuecomment-2781027533
run_04 (longer term test),1,1_dbalabka@example.com,Provides actionable insights,,"Seems it does not work with other pyarrow string representation either:
```py
print(df.select_dtypes(include=['int64[pyarrow]']).dtypes)
# Series([], dtype: object)
```",https://github.com/pandas-dev/pandas/issues/59888#issuecomment-2395071100
run_04 (longer term test),1,1_dbalabka@example.com,Provides actionable insights,7.0,"Thanks, I'll add Resample for now. If you can reproduce the issue with just resample, post an example here and we can remove the groupby/apply labels.",https://github.com/pandas-dev/pandas/issues/59823#issuecomment-2362144013
run_04 (longer term test),1,1_dbalabka@example.com,Provides actionable insights,6.0,Confirmed on main. Further investigations and PRs to fix are welcome!,https://github.com/pandas-dev/pandas/issues/59823#issuecomment-2357280885
run_04 (longer term test),1,1_dbalabka@example.com,Engages in collaborative problem-solving,,,
seed 4,1,1_dbalabka@example.com,Provides actionable insights,6.0,Thanks for reporting. Confirmed on main. Investigations and PRs to fix are welcome.,https://github.com/pandas-dev/pandas/issues/61231#issuecomment-2781027533
seed 4,1,1_dbalabka@example.com,Provides actionable insights,,"Seems it does not work with other pyarrow string representation either:
```py
print(df.select_dtypes(include=['int64[pyarrow]']).dtypes)
# Series([], dtype: object)
```",https://github.com/pandas-dev/pandas/issues/59888#issuecomment-2395071100
seed 4,1,1_dbalabka@example.com,Provides actionable insights,7.0,"Thanks, I'll add Resample for now. If you can reproduce the issue with just resample, post an example here and we can remove the groupby/apply labels.",https://github.com/pandas-dev/pandas/issues/59823#issuecomment-2362144013
seed 4,1,1_dbalabka@example.com,Provides actionable insights,6.0,Confirmed on main. Further investigations and PRs to fix are welcome!,https://github.com/pandas-dev/pandas/issues/59823#issuecomment-2357280885
seed 4,1,1_dbalabka@example.com,Engages in collaborative problem-solving,,,
seed 5,1,1_dbalabka@example.com,Provides actionable insights,6.0,Thanks for reporting. Confirmed on main. Investigations and PRs to fix are welcome.,https://github.com/pandas-dev/pandas/issues/61231#issuecomment-2781027533
seed 5,1,1_dbalabka@example.com,Provides actionable insights,,"Seems it does not work with other pyarrow string representation either:
```py
print(df.select_dtypes(include=['int64[pyarrow]']).dtypes)
# Series([], dtype: object)
```",https://github.com/pandas-dev/pandas/issues/59888#issuecomment-2395071100
seed 5,1,1_dbalabka@example.com,Provides actionable insights,7.0,"Thanks, I'll add Resample for now. If you can reproduce the issue with just resample, post an example here and we can remove the groupby/apply labels.",https://github.com/pandas-dev/pandas/issues/59823#issuecomment-2362144013
seed 5,1,1_dbalabka@example.com,Provides actionable insights,6.0,Confirmed on main. Further investigations and PRs to fix are welcome!,https://github.com/pandas-dev/pandas/issues/59823#issuecomment-2357280885
seed 5,1,1_dbalabka@example.com,Engages in collaborative problem-solving,,,
report,1,1_dbalabka@example.com,Provides actionable insights,6.0,Thanks for reporting. Confirmed on main. Investigations and PRs to fix are welcome.,https://github.com/pandas-dev/pandas/issues/61231#issuecomment-2781027533
report,1,1_dbalabka@example.com,Provides actionable insights,,"Seems it does not work with other pyarrow string representation either:
```py
print(df.select_dtypes(include=['int64[pyarrow]']).dtypes)
# Series([], dtype: object)
```",https://github.com/pandas-dev/pandas/issues/59888#issuecomment-2395071100
report,1,1_dbalabka@example.com,Provides actionable insights,7.0,"Thanks, I'll add Resample for now. If you can reproduce the issue with just resample, post an example here and we can remove the groupby/apply labels.",https://github.com/pandas-dev/pandas/issues/59823#issuecomment-2362144013
report,1,1_dbalabka@example.com,Provides actionable insights,6.0,Confirmed on main. Further investigations and PRs to fix are welcome!,https://github.com/pandas-dev/pandas/issues/59823#issuecomment-2357280885
report,1,1_dbalabka@example.com,Engages in collaborative problem-solving,,,
first that was too large seed 3,1,1_jiahuif@example.com,Enhances testing robustness,,/lgtm to temporally solve the flaky before proper schema resolver in place. Thanks!,https://github.com/kubernetes/kubernetes/pull/123873#issuecomment-1992233124
first that was too large seed 3,1,1_jiahuif@example.com,Enhances testing robustness,,"/lgtm
This approach is to manually trigger the retry which is fine as of now. It should be removed after https://github.com/kubernetes/kubernetes/pull/123350 merged.
 nit: add a TODO for removing this retry after 123350 merged.",https://github.com/kubernetes/kubernetes/pull/123873#issuecomment-1989479396
first that was too large seed 3,1,1_jiahuif@example.com,Proactively addresses feedback,,"/lgtm
/approve
this is to fix the bug that variables could not be recognized in VAP status. However, since it is not a security fix or regression bug fix. I'll leave it to release-managers to decide if it is ok to be backported. Thanks :)",https://github.com/kubernetes/kubernetes/pull/124139#issuecomment-2040365867
first that was too large seed 3,1,1_jiahuif@example.com,Proactively addresses feedback,,@jiahuif This PR should be back ported to earlier version(At least 1.28 and 1.29). Thanks,https://github.com/kubernetes/kubernetes/pull/123083#issuecomment-2027486983
run_04 (longer term test),1,1_jorisvandenbossche@example.com,Ensures backward compatibility,,,
run_04 (longer term test),1,1_jorisvandenbossche@example.com,Addresses potential issues proactively,,fair enough.  i guess id be fine either with a silent copy of with raising so the user can copy themselves.,https://github.com/pandas-dev/pandas/issues/62144#issuecomment-3201839507
seed 4,1,1_jorisvandenbossche@example.com,Ensures backward compatibility,,,
seed 4,1,1_jorisvandenbossche@example.com,Addresses potential issues proactively,,fair enough.  i guess id be fine either with a silent copy of with raising so the user can copy themselves.,https://github.com/pandas-dev/pandas/issues/62144#issuecomment-3201839507
seed 5,1,1_jorisvandenbossche@example.com,Ensures backward compatibility,,,
seed 5,1,1_jorisvandenbossche@example.com,Addresses potential issues proactively,,fair enough.  i guess id be fine either with a silent copy of with raising so the user can copy themselves.,https://github.com/pandas-dev/pandas/issues/62144#issuecomment-3201839507
report,1,1_jorisvandenbossche@example.com,Ensures backward compatibility,,,
report,1,1_jorisvandenbossche@example.com,Addresses potential issues proactively,,fair enough.  i guess id be fine either with a silent copy of with raising so the user can copy themselves.,https://github.com/pandas-dev/pandas/issues/62144#issuecomment-3201839507
run_04 (longer term test),1,1_joshdunnlime@example.com,Advocates for user experience,,,
run_04 (longer term test),1,1_joshdunnlime@example.com,Engages in constructive dialogue,6.0,"> I get that it doesn't fill with nearby values but I don't see why it couldn't fill missing values with some knowledge of the rows around it?

I'm not saying it couldn't. But this increases the scope of the function which I think is undesirable.

> What about my other suggestion of having a constant term on `interpolate`?

I don't think that fits the definition of ""interpolate"", so I find this undesirable from an API design perspective.

One can implement this behavior as follows:

```python
df = pd.DataFrame({""a"": [np.nan, 1, np.nan, 2], ""b"": [1, np.nan, 2, np.nan]})
isna = df.isna()

# inside
mask = isna & (~isna).cummax() & (~isna).loc[::-1].cummax()
print(df.mask(mask, 5.0))
#      a    b
# 0  NaN  1.0
# 1  1.0  5.0
# 2  5.0  2.0
# 3  2.0  NaN

# outside
mask = isna & (isna.cummin() | isna.loc[::-1].cummin())
print(df.mask(mask, 5.0))
#      a    b
# 0  5.0  1.0
# 1  1.0  NaN
# 2  NaN  2.0
# 3  2.0  5.0
```

Perhaps this is too technical to be expected from users though. cc @pandas-dev/pandas-core for any thoughts.",https://github.com/pandas-dev/pandas/issues/60161#issuecomment-2452576525
run_04 (longer term test),1,1_joshdunnlime@example.com,Engages in constructive dialogue,6.0,"`interpolate`, `ffill`, and `bfill` all fill values using values near the given location. With the `method` argument being deprecated, `fillna` does not. It doesn't seem appropriate to have `limit_area` because `fillna` does not work with nearby values.",https://github.com/pandas-dev/pandas/issues/60161#issuecomment-2450778246
seed 4,1,1_joshdunnlime@example.com,Advocates for user experience,,,
seed 4,1,1_joshdunnlime@example.com,Engages in constructive dialogue,6.0,"> I get that it doesn't fill with nearby values but I don't see why it couldn't fill missing values with some knowledge of the rows around it?

I'm not saying it couldn't. But this increases the scope of the function which I think is undesirable.

> What about my other suggestion of having a constant term on `interpolate`?

I don't think that fits the definition of ""interpolate"", so I find this undesirable from an API design perspective.

One can implement this behavior as follows:

```python
df = pd.DataFrame({""a"": [np.nan, 1, np.nan, 2], ""b"": [1, np.nan, 2, np.nan]})
isna = df.isna()

# inside
mask = isna & (~isna).cummax() & (~isna).loc[::-1].cummax()
print(df.mask(mask, 5.0))
#      a    b
# 0  NaN  1.0
# 1  1.0  5.0
# 2  5.0  2.0
# 3  2.0  NaN

# outside
mask = isna & (isna.cummin() | isna.loc[::-1].cummin())
print(df.mask(mask, 5.0))
#      a    b
# 0  5.0  1.0
# 1  1.0  NaN
# 2  NaN  2.0
# 3  2.0  5.0
```

Perhaps this is too technical to be expected from users though. cc @pandas-dev/pandas-core for any thoughts.",https://github.com/pandas-dev/pandas/issues/60161#issuecomment-2452576525
seed 4,1,1_joshdunnlime@example.com,Engages in constructive dialogue,6.0,"`interpolate`, `ffill`, and `bfill` all fill values using values near the given location. With the `method` argument being deprecated, `fillna` does not. It doesn't seem appropriate to have `limit_area` because `fillna` does not work with nearby values.",https://github.com/pandas-dev/pandas/issues/60161#issuecomment-2450778246
seed 5,1,1_joshdunnlime@example.com,Advocates for user experience,,,
seed 5,1,1_joshdunnlime@example.com,Engages in constructive dialogue,6.0,"> I get that it doesn't fill with nearby values but I don't see why it couldn't fill missing values with some knowledge of the rows around it?

I'm not saying it couldn't. But this increases the scope of the function which I think is undesirable.

> What about my other suggestion of having a constant term on `interpolate`?

I don't think that fits the definition of ""interpolate"", so I find this undesirable from an API design perspective.

One can implement this behavior as follows:

```python
df = pd.DataFrame({""a"": [np.nan, 1, np.nan, 2], ""b"": [1, np.nan, 2, np.nan]})
isna = df.isna()

# inside
mask = isna & (~isna).cummax() & (~isna).loc[::-1].cummax()
print(df.mask(mask, 5.0))
#      a    b
# 0  NaN  1.0
# 1  1.0  5.0
# 2  5.0  2.0
# 3  2.0  NaN

# outside
mask = isna & (isna.cummin() | isna.loc[::-1].cummin())
print(df.mask(mask, 5.0))
#      a    b
# 0  5.0  1.0
# 1  1.0  NaN
# 2  NaN  2.0
# 3  2.0  5.0
```

Perhaps this is too technical to be expected from users though. cc @pandas-dev/pandas-core for any thoughts.",https://github.com/pandas-dev/pandas/issues/60161#issuecomment-2452576525
seed 5,1,1_joshdunnlime@example.com,Engages in constructive dialogue,6.0,"`interpolate`, `ffill`, and `bfill` all fill values using values near the given location. With the `method` argument being deprecated, `fillna` does not. It doesn't seem appropriate to have `limit_area` because `fillna` does not work with nearby values.",https://github.com/pandas-dev/pandas/issues/60161#issuecomment-2450778246
report,1,1_joshdunnlime@example.com,Advocates for user experience,,,
report,1,1_joshdunnlime@example.com,Engages in constructive dialogue,6.0,"> I get that it doesn't fill with nearby values but I don't see why it couldn't fill missing values with some knowledge of the rows around it?

I'm not saying it couldn't. But this increases the scope of the function which I think is undesirable.

> What about my other suggestion of having a constant term on `interpolate`?

I don't think that fits the definition of ""interpolate"", so I find this undesirable from an API design perspective.

One can implement this behavior as follows:

```python
df = pd.DataFrame({""a"": [np.nan, 1, np.nan, 2], ""b"": [1, np.nan, 2, np.nan]})
isna = df.isna()

# inside
mask = isna & (~isna).cummax() & (~isna).loc[::-1].cummax()
print(df.mask(mask, 5.0))
#      a    b
# 0  NaN  1.0
# 1  1.0  5.0
# 2  5.0  2.0
# 3  2.0  NaN

# outside
mask = isna & (isna.cummin() | isna.loc[::-1].cummin())
print(df.mask(mask, 5.0))
#      a    b
# 0  5.0  1.0
# 1  1.0  NaN
# 2  NaN  2.0
# 3  2.0  5.0
```

Perhaps this is too technical to be expected from users though. cc @pandas-dev/pandas-core for any thoughts.",https://github.com/pandas-dev/pandas/issues/60161#issuecomment-2452576525
report,1,1_joshdunnlime@example.com,Engages in constructive dialogue,6.0,"`interpolate`, `ffill`, and `bfill` all fill values using values near the given location. With the `method` argument being deprecated, `fillna` does not. It doesn't seem appropriate to have `limit_area` because `fillna` does not work with nearby values.",https://github.com/pandas-dev/pandas/issues/60161#issuecomment-2450778246
run_04 (longer term test),1,1_kevsteramp@example.com,Proactively addresses issues,,,
run_04 (longer term test),1,1_kevsteramp@example.com,Seeks constructive feedback,,,
seed 4,1,1_kevsteramp@example.com,Proactively addresses issues,,,
seed 4,1,1_kevsteramp@example.com,Seeks constructive feedback,,,
seed 5,1,1_kevsteramp@example.com,Proactively addresses issues,,,
seed 5,1,1_kevsteramp@example.com,Seeks constructive feedback,,,
report,1,1_kevsteramp@example.com,Proactively addresses issues,,,
report,1,1_kevsteramp@example.com,Seeks constructive feedback,,,
run_04 (longer term test),1,1_kopytjuk@example.com,Proposes thoughtful design alternatives,,,
run_04 (longer term test),1,1_kopytjuk@example.com,Engages in collaborative problem-solving,6.0,"This is a situation I've run into occasionally. It's a few lines of user code, and yes, you need to track what you're joining on. I don't think it's unreasonable for the onus to be on users here, but no objection to adding a flag.",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2937924922
run_04 (longer term test),1,1_kopytjuk@example.com,Engages in collaborative problem-solving,7.0,"> @pandas-dev/pandas-core any opinion on adding a flag to `pandas.merge` to make the suffixes be added also to non-conflicting names?

I think this is a nice idea.  If we default it to `False`, then the current behavior is preserved.",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2936935828
run_04 (longer term test),1,1_kopytjuk@example.com,Engages in collaborative problem-solving,7.0,"Thanks for the clarification. I didn't realize the suffix would be added to the columns to join and it'd make things more complex than just adding the `add_suffix`, which otherwise feels like a quite clean approach. There is clearly a trade-off here, I'm personally fine with the change even if adds some complexity, since there seems to be many users who would appreciate that.

@pandas-dev/pandas-core any opinion on adding a flag to `pandas.merge` to make the suffixes be added also to non-conflicting names?",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2932118122
seed 4,1,1_kopytjuk@example.com,Proposes thoughtful design alternatives,,,
seed 4,1,1_kopytjuk@example.com,Engages in collaborative problem-solving,6.0,"This is a situation I've run into occasionally. It's a few lines of user code, and yes, you need to track what you're joining on. I don't think it's unreasonable for the onus to be on users here, but no objection to adding a flag.",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2937924922
seed 4,1,1_kopytjuk@example.com,Engages in collaborative problem-solving,7.0,"> @pandas-dev/pandas-core any opinion on adding a flag to `pandas.merge` to make the suffixes be added also to non-conflicting names?

I think this is a nice idea.  If we default it to `False`, then the current behavior is preserved.",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2936935828
seed 4,1,1_kopytjuk@example.com,Engages in collaborative problem-solving,7.0,"Thanks for the clarification. I didn't realize the suffix would be added to the columns to join and it'd make things more complex than just adding the `add_suffix`, which otherwise feels like a quite clean approach. There is clearly a trade-off here, I'm personally fine with the change even if adds some complexity, since there seems to be many users who would appreciate that.

@pandas-dev/pandas-core any opinion on adding a flag to `pandas.merge` to make the suffixes be added also to non-conflicting names?",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2932118122
seed 5,1,1_kopytjuk@example.com,Proposes thoughtful design alternatives,,,
seed 5,1,1_kopytjuk@example.com,Engages in collaborative problem-solving,6.0,"This is a situation I've run into occasionally. It's a few lines of user code, and yes, you need to track what you're joining on. I don't think it's unreasonable for the onus to be on users here, but no objection to adding a flag.",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2937924922
seed 5,1,1_kopytjuk@example.com,Engages in collaborative problem-solving,7.0,"> @pandas-dev/pandas-core any opinion on adding a flag to `pandas.merge` to make the suffixes be added also to non-conflicting names?

I think this is a nice idea.  If we default it to `False`, then the current behavior is preserved.",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2936935828
seed 5,1,1_kopytjuk@example.com,Engages in collaborative problem-solving,7.0,"Thanks for the clarification. I didn't realize the suffix would be added to the columns to join and it'd make things more complex than just adding the `add_suffix`, which otherwise feels like a quite clean approach. There is clearly a trade-off here, I'm personally fine with the change even if adds some complexity, since there seems to be many users who would appreciate that.

@pandas-dev/pandas-core any opinion on adding a flag to `pandas.merge` to make the suffixes be added also to non-conflicting names?",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2932118122
report,1,1_kopytjuk@example.com,Proposes thoughtful design alternatives,,,
report,1,1_kopytjuk@example.com,Engages in collaborative problem-solving,6.0,"This is a situation I've run into occasionally. It's a few lines of user code, and yes, you need to track what you're joining on. I don't think it's unreasonable for the onus to be on users here, but no objection to adding a flag.",https://github.com/pandas-dev/pandas/pull/61498#issuecomment-2937924922
